source,source_detail,text,rating,date,url,themes,mode
play_store,com.myntra.android,my experience with my myntra is mind-blowing,5,2026-08-18,,,rules
play_store,com.myntra.android,very good experience and product are brand,5,2026-08-18,,,rules
play_store,com.myntra.android,best and genuine products... no material comprises,5,2026-08-18,,quality_doubt,rules
play_store,com.myntra.android,great app for shopping 🛍️,1,2026-08-18,,,rules
play_store,com.myntra.android,crazy collections deals and offers they have and the quality of the products is fantastic no doubt!!!!!!!!,5,2026-08-18,,quality_doubt,rules
play_store,com.myntra.android,"easy to find different kinds of clothes, wide variety of brand, overall great",5,2026-08-18,,,rules
play_store,com.myntra.android,very very nice kurta set,5,2026-08-18,,,rules
play_store,com.myntra.android,Pleasent experience. Easy exchange/returns.,5,2026-08-18,,delivery_return_fear,rules
play_store,com.myntra.android,amazing app and amazing products,5,2026-08-18,,,rules
play_store,com.myntra.android,The rewards section doesn't work all the time when I am on the last day. I am a regular customer but they have removed the daily cash reward too..,1,2026-08-18,,,rules
play_store,com.myntra.android,nice product and good Myntra app,5,2026-08-18,,,rules
play_store,com.myntra.android,"very good,easy to use and on time delivery",5,2026-08-18,,,rules
play_store,com.myntra.android,wonderful app 👏 👌 👍 😊 🙌 ❤️ 👏,5,2026-08-18,,,rules
play_store,com.myntra.android,"shopping on myntra is next level i toh love using myntra top notch quality, unlimited offers, best price, over all is very good",5,2026-08-18,,quality_doubt,rules
play_store,com.myntra.android,excellent service very trustworthy app,5,2026-08-18,,,rules
play_store,com.myntra.android,Nice shopping app,5,2026-08-18,,,rules
play_store,com.myntra.android,very good shoping app and sell trusted brand,5,2026-08-18,,,rules
play_store,com.myntra.android,original products delivered by this app,5,2026-08-18,,,rules
play_store,com.myntra.android,I always prefer myntra for shopping.. super product and customer friendly service.,5,2026-08-18,,,rules
play_store,com.myntra.android,Products are too good.... Quick delivery.... Affordable prices and some products are not in affordable prices... Thank you Myntra,5,2026-08-18,,,rules
play_store,com.myntra.android,are bhai first order 300 ka 88 rs may milgaya 😄,5,2026-08-18,,,rules
play_store,com.myntra.android,our trust myntra is the best,5,2026-08-18,,,rules
play_store,com.myntra.android,"Such pathetic customer service, customers can't even chat to support. Even after the call I haven't been given a solution. Even the delivery boy was rude.",1,2026-08-18,,,rules
play_store,com.myntra.android,very good app and affordable,5,2026-08-18,,,rules
play_store,com.myntra.android,I am so happy this app is amazingly,5,2026-08-18,,,rules
play_store,com.myntra.android,every product I ordered is really good and worth buying,5,2026-08-18,,,rules
play_store,com.myntra.android,very nice product,5,2026-08-18,,,rules
play_store,com.myntra.android,nice experience on Myntra,5,2026-08-18,,,rules
play_store,com.myntra.android,"One of the best online shopping apps for fashion and lifestyle products. It offers a wide range of clothing, footwear, accessories, and beauty products from popular brands. The app is user-friendly, with easy navigation and secure payment options. Delivery is usually fast, and the return/exchange process is simple and hassle-free. Regular discounts and sales make shopping more affordable. Overall, Myntra provides a convenient and enjoyable shopping experience. ⭐⭐⭐⭐⭐",5,2026-08-18,,delivery_return_fear,rules
play_store,com.myntra.android,"very bad app they delayed my order and I want to go urgently and customer care is also very bad delivery date was 17 aug today is 18aug and they are telling me that we can't deliver it today we will deliver it tomorrow , worst app I won't use it again that was my last order😭 I have sended u the order no.",1,2026-08-18,,,rules
play_store,com.myntra.android,"It's just an awesome one for all. Though I am not very fluent with window shopping, because of product quality issues and pricing, but when I want something for me, I have one window shopping stop naming MYNTRA. I love MYNTRA.",4,2026-08-18,,quality_doubt|wishlist_bookmark_behavior,rules
play_store,com.myntra.android,exceptional and good quality product,5,2026-08-18,,quality_doubt,rules
play_store,com.myntra.android,bestest experience,5,2026-08-18,,,rules
play_store,com.myntra.android,only genuine products and a lot of discount,5,2026-08-18,,price_value_anxiety,rules
play_store,com.myntra.android,wrong product everytime,1,2026-08-18,,,rules
play_store,com.myntra.android,best app for branded products,5,2026-08-18,,,rules
play_store,com.myntra.android,very good give many cupon code,5,2026-08-18,,,rules
play_store,com.myntra.android,good and premium products,5,2026-08-18,,,rules
play_store,com.myntra.android,fast and good delivery,5,2026-08-18,,,rules
play_store,com.myntra.android,very bad & disappointed service Orders keep getting delayed without a valid reason and no proper update 👎,1,2026-08-18,,,rules
play_store,com.myntra.android,"What is wrong with Myntra’s refund process? The app shows that my refund was credited on 14 August, but I still haven’t received it in my bank account, and it’s already 18 August. I contacted my bank, and they confirmed that no credit has been received. I’ve also been trying to contact Myntra support since yesterday, but the AI assistant keeps saying it’ll connect me to an agent, after which it says all lines are busy. Please resolve this urgently.",1,2026-08-18,,delivery_return_fear,rules
play_store,com.myntra.android,extra charge kar rahe hain,5,2026-08-18,,,rules
play_store,com.myntra.android,whole platform is designed to fraud with small innocent perons. sellers intentionally not giving brand tags & thereafter myntra keeps rejecting return request because brand tags is missing. so basically whole system is fraud. commitment of 14 days return & exchange is totally fake and baseless. I am struggling to return one product since 1 week. fed up with customer team.,1,2026-08-18,,delivery_return_fear,rules
play_store,com.myntra.android,"Poor delivery service, Always do COD with them",1,2026-08-18,,,rules
play_store,com.myntra.android,myntra is doing scam. they have delivered only one unit out of two to me on 9th Aug. since then I have been following up with them on all platforms but their logistics partner ekart logistics is doing fake delivery attempts and myntra is just giving me false assurances. I have even written to grievance cell with no result. my money is stuck..I would not recommend to buy anything from them,1,2026-08-18,,,rules
play_store,com.myntra.android,"best one , genuinely aap",5,2026-08-18,,,rules
play_store,com.myntra.android,jo ap myntra cradit ka paise dete the payment krne ke liye us pr limit Mt lagaye plz uski limit hata denge to 5star rate dungi,1,2026-08-18,,,rules
play_store,com.myntra.android,nice offers on the app,4,2026-08-18,,,rules
play_store,com.myntra.android,excellent and very good,5,2026-08-18,,,rules
play_store,com.myntra.android,the quality and prices are too good in myntra,5,2026-08-18,,quality_doubt,rules
play_store,com.myntra.android,too much useful for shopping 🛍️,5,2026-08-18,,,rules
play_store,com.myntra.android,Best Shopping Platform.,5,2026-08-18,,,rules
play_store,com.myntra.android,Great quality of products,5,2026-08-18,,quality_doubt,rules
play_store,com.myntra.android,"cera,ve face wash is amezing",5,2026-08-18,,,rules
play_store,com.myntra.android,best shopping app ..,5,2026-08-18,,,rules
play_store,com.myntra.android,wrost service don't order in this app and don't use this app very bad experience,1,2026-08-18,,,rules
play_store,com.myntra.android,very good delivery,5,2026-08-18,,,rules
play_store,com.myntra.android,Not trusted app......worst app,1,2026-08-18,,,rules
play_store,com.myntra.android,Excellent collection and the quality,5,2026-08-18,,quality_doubt,rules
play_store,com.myntra.android,nice app for everything type of dress nd everything,5,2026-08-18,,,rules
play_store,com.myntra.android,best for shopping anything,5,2026-08-18,,,rules
play_store,com.myntra.android,good quality product provide 👍,5,2026-08-18,,quality_doubt,rules
play_store,com.myntra.android,love every product from Myntra ❤️❤️,5,2026-08-18,,,rules
play_store,com.myntra.android,very amazing app,5,2026-08-18,,,rules
play_store,com.myntra.android,the product was good and comfy,5,2026-08-18,,,rules
play_store,com.myntra.android,"placed an order of luxury bag. first they failed to deliver it on given date. when reached to customer support literally zero support was provided. next they I saw myntra falsely marked that they attempted to deliver it and it failed. when I tried reaching out to delivery agent even after putting registered mobile number and pin my call didn't go through.basically I paid huge amount and they have lied in every way possible. I'm planning to move consumer forum now.worst part,it was gift for rakhi",1,2026-08-18,,,rules
play_store,com.myntra.android,"“Myntra par shopping experience bahut achha raha. Products ki variety achhi hai, quality bhi good hai aur delivery fast milti hai. App use karna bhi easy hai. Overall great experience! ❤️⭐⭐⭐⭐⭐”",5,2026-08-18,,quality_doubt,rules
play_store,com.myntra.android,very good app for shopping according to trend,5,2026-08-18,,,rules
play_store,com.myntra.android,"Myntra claims to provide original products but I am observing from last few shopping experiences that the products are not original here, either they are first copies or defective products which are discarded by their manufacturers. Myntra has now started fraud in terms of return as well, I ordered a pair of animal shaped drop earrings from myntra, I received the product without brand name and of bad quality, I requested for a return, the pickup person refused because the product doesn't match.",1,2026-08-18,,quality_doubt|delivery_return_fear,rules
play_store,com.myntra.android,loved the app Myntra rewards cashback on every purchase...there products are also good 👍,5,2026-08-18,,,rules
play_store,com.myntra.android,I ordered something from Myntra but received different product without tags and when applied for return they declined my request saying I received the correct item. I also tried contacting the customer helpline but they have the worst customer service and here I'm stuck with the different product as well...my money is wasted.,1,2026-08-18,,,rules
play_store,com.myntra.android,nice product nice price,5,2026-08-18,,,rules
play_store,com.myntra.android,Nice experience with this shopping app,5,2026-08-18,,,rules
play_store,com.myntra.android,super Quality brand s,5,2026-08-18,,quality_doubt,rules
play_store,com.myntra.android,Myntra app ka jo product hai wo 100% precent bhadiya milta hai,5,2026-08-18,,,rules
play_store,com.myntra.android,good quality and best offers discount by myntra fashion shopping,5,2026-08-18,,quality_doubt|price_value_anxiety,rules
play_store,com.myntra.android,original product app,5,2026-08-18,,,rules
play_store,com.myntra.android,one of the best app. quality is also looking like a wow 🥰,5,2026-08-18,,quality_doubt,rules
play_store,com.myntra.android,worst e cart service,1,2026-08-18,,,rules
play_store,com.myntra.android,myntra fashion shopping app is the best fashion app.,5,2026-08-18,,,rules
play_store,com.myntra.android,bad customer service reply to exchange took 50 min and not processed the exchange,1,2026-08-18,,delivery_return_fear,rules
play_store,com.myntra.android,worst app very bad,1,2026-08-18,,,rules
play_store,com.myntra.android,"Extremely disappointing experience with Myntra. My order was confirmed and even shipped, but it was later cancelled automatically citing a “technical issue”. I contacted customer support for a proper resolution, but they refused to honour the original offer or provide any meaningful compensation. Instead, I was offered a ₹100 coupon as a goodwill gesture, which does not address the issue at all. This kind of arbitrary order cancellation and poor resolution is unacceptable.",1,2026-08-18,,price_value_anxiety,rules
play_store,com.myntra.android,"Nice app to do online shopping, has always found the attire i wanted",5,2026-08-18,,,rules
play_store,com.myntra.android,"BAD EXPERIENCE!!worst app, has no accountability about it's products after booking very bad delivery service as well .Issue gets raised and no one to solve ...zero customer service.",1,2026-08-18,,,rules
play_store,com.myntra.android,My favourite clothing store👌👌✌️,5,2026-08-18,,,rules
play_store,com.myntra.android,worst app ever promised to be delivered with gift taken amount to,1,2026-08-18,,,rules
play_store,com.myntra.android,very very helpful app☺️☺️,5,2026-08-18,,,rules
play_store,com.myntra.android,Good app for the shopping,5,2026-08-18,,,rules
play_store,com.myntra.android,Superb experience,5,2026-08-18,,,rules
play_store,com.myntra.android,"very good service, product quality.It is the best platform to buy things.I love it",5,2026-08-18,,quality_doubt,rules
play_store,com.myntra.android,Very good app and product is also genuine and fast delivery.,5,2026-08-18,,,rules
play_store,com.myntra.android,worst experience delivery is delayed it has been one month a product has not been delivered,1,2026-08-18,,,rules
play_store,com.myntra.android,good products available in myntra,5,2026-08-18,,,rules
play_store,com.myntra.android,the customer care executive are not the real agents they are (Ai) when ever I request a call the same voice of all agents talk and in same format they talk,1,2026-08-18,,,rules
play_store,com.myntra.android,"I wish there was an option for zero review, would have given that only. I was delivered a wrong product and when i tried returning, myntra refused to process the same. I even wrote an email to them attaching the video of me opening the product that was delivered to me, still nothing from their end, their customer support is useless. Such a waste of time and money this was.",1,2026-08-18,,,rules
play_store,com.myntra.android,bhul k bhi yah apps use mat karna guy's mere paise kha gye or na call receive karte he na Gmail ka reply karte he bhai request he mat karna use Fake apps he yah mere pass poor bhi he,1,2026-08-18,,,rules
play_store,com.myntra.android,It was a good and nice experience the products and quality are the best,5,2026-08-18,,quality_doubt,rules
play_store,com.myntra.android,i have an exchange order and when the delivery person tries to give me the exchange. there is an issue that the number on the tag is not verified. i still have the tag intact from the jeans. have tried to contact myntra but whenever I call answered by an AI assistant which has repeated questions. And no information about my exchange.,1,2026-08-18,,delivery_return_fear,rules
play_store,com.myntra.android,it is awesome aap for clothing,5,2026-08-18,,,rules
play_store,com.myntra.android,Varieties to choose from,5,2026-08-18,,,rules
play_store,com.myntra.android,excellent app for trendy shopping,5,2026-08-18,,,rules
play_store,com.myntra.android,the quality of the products of Myntra are super and genuine coupons are incredible and arrive on time,5,2026-08-18,,quality_doubt,rules
play_store,com.myntra.android,one of the best online shopping app,5,2026-08-18,,,rules
play_store,com.myntra.android,he take rs 23 as platform fee. item cost is higher than other app. I would love to give him negative star,1,2026-08-18,,,rules
play_store,com.myntra.android,"Great offers, excellent collection, superfast.",5,2026-08-18,,,rules
play_store,com.myntra.android,good and trusted platform,5,2026-08-18,,,rules
play_store,com.myntra.android,"Absolutely love shopping on Myntra! The app is super smooth, easy to navigate, and offers a huge collection of authentic brands... Delivery experience is good.. packaging is neat, and whenever there's a sizing issue, the exchange and return process is completely hassle-free.. Definitely my go-to app for fashion!",5,2026-08-18,,size_fit_uncertainty|delivery_return_fear,rules
play_store,com.myntra.android,best shopping app in myntra,5,2026-08-18,,,rules
play_store,com.myntra.android,i Like the Reasonable price,5,2026-08-18,,,rules
play_store,com.myntra.android,This app Product advertisement coming discount on this app when I'm booking the product it's confirmed same offer at the booking time after 2 days it's getting ato cancelled without any issue I'm seeing worst application.,1,2026-08-18,,price_value_anxiety,rules
play_store,com.myntra.android,great service with best costumer support team always responsible and all goods are branded 💯👍,5,2026-08-18,,,rules
play_store,com.myntra.android,Best fits for genzzz,5,2026-08-18,,,rules
play_store,com.myntra.android,worst delivery experience delevery partner cancel the order without permission bad experience with myntra @ekart👎,1,2026-08-18,,,rules
play_store,com.myntra.android,amazing experience with myntra and Myntra has given a best opportunity to explore my beauty in different ways,5,2026-08-18,,,rules
play_store,com.myntra.android,good but high price,4,2026-08-18,,,rules
play_store,com.myntra.android,"Absolute fraud app They censor genuine reviews for some fake rejection reason and ensure they only publish good ones. the products received are always damaged, broken or pre-used. they seem to be the most unethical of ask e- commerce platform.",1,2026-08-18,,,rules
play_store,com.myntra.android,best for clothing,5,2026-08-18,,,rules
play_store,com.myntra.android,1star service my orders was deley nd customer service not supported,1,2026-08-18,,,rules
play_store,com.myntra.android,I have been using Myntra for 5 years.Wandarful apps good service I m happy,4,2026-08-18,,,rules
play_store,com.myntra.android,"one of the best shopping apps, the return and exchange policy is best out there",5,2026-08-18,,delivery_return_fear,rules
play_store,com.myntra.android,sizes r not available for many liked products,4,2026-08-18,,,rules
play_store,com.myntra.android,appreciate quality and product are trustful,5,2026-08-18,,quality_doubt,rules
play_store,com.myntra.android,very nice app this app is providing nice clothes and beauties product and giving to offers in every clothes,5,2026-08-18,,,rules
play_store,com.myntra.android,very nice app I love this aap bhut hi achhi sarvice hai samaan ki quality bhi bhut achi hoti hai time se saaman bhi aa jata hai i love this app maine jitni baar bhi samaan magaya hai mujhe aaj tak nirasha nhi hui hai so mai aage bhi es app se shopping karte rahna chaungi aur sabse achhi baat ye hai ki fasion up to date hota hai sarvice bhi achhi hoti hai return policy bhi achhi hoti hai koi bhi chiz aap return karna chaho bahut hi aasani se ho jata hai isi liye ye app mujhe achha lgta hai thanku,5,2026-08-18,,quality_doubt|delivery_return_fear,rules
play_store,com.myntra.android,"⭐⭐⭐⭐⭐ Myntra is one of my favourite shopping apps. The collection is really good, prices and offers are attractive, and ordering is easy. Delivery is also quite convenient. Overall, I have had a good shopping experience with Myntra and would definitely recommend it. ❤️",5,2026-08-18,,,rules
play_store,com.myntra.android,this app very helpful,5,2026-08-18,,,rules
play_store,com.myntra.android,"Very disappointing experience with Myntra. I ordered 5 Libas sarees at an offer price, and all 5 were confirmed and shipped. Later, Myntra automatically cancelled them citing a “technical issue”. I requested the same offer/price or compensation for the price difference, but no proper solution was provided. Cancelling shipped orders and refusing to honour the offer is unfair and feels like arbitrary handling of customer orders. Myntra should take responsibility and provide a genuine resolution.",1,2026-08-18,,,rules
play_store,com.myntra.android,good app for family reasons Shoping i m impressed 👍🏻❤️,5,2026-08-18,,,rules
play_store,com.myntra.android,best online shopping app 👌,5,2026-08-18,,,rules
play_store,com.myntra.android,amazing app authentic products 😁,5,2026-08-18,,,rules
play_store,com.myntra.android,"excellent app , good customer service best quality product",5,2026-08-18,,quality_doubt,rules
play_store,com.myntra.android,it's a very good app i am really for it,5,2026-08-18,,,rules
play_store,com.myntra.android,very good quality dresses...,5,2026-08-18,,quality_doubt,rules
play_store,com.myntra.android,myntra means trust,5,2026-08-18,,,rules
play_store,com.myntra.android,"It's been a week since I've ordered a few items I received some and other status remains in the packed stage, when I tried to reach the help centre it asked me to click call me now and I've been trying and trying but no response 😭 i didn't expect such poor service from myntra i hate it honestly",1,2026-08-17,,,rules
play_store,com.myntra.android,"I received the wrong shade of the compact powder, and unfortunately, it is much darker than my skin tone. I tried contacting Myntra customer service and also tried several ways to request an exchange, but my issue was not resolved. I’m disappointed because the product itself may be good, but receiving an unsuitable shade without an exchange option makes the experience frustrating. Myntra should provide better support for genuine shade-related issues.",1,2026-08-17,,delivery_return_fear|styling_occasion_doubt,rules
play_store,com.myntra.android,Not sure why but most of the items are not deliverable to Gujarat,1,2026-08-17,,,rules
play_store,com.myntra.android,love it genz cloths r best,5,2026-08-17,,,rules
play_store,com.myntra.android,such a nice and helpful experience 🫶🏻,5,2026-08-17,,,rules
play_store,com.myntra.android,It is a good app and the delivery is also fast. One of the best app for shopping,5,2026-08-17,,,rules
play_store,com.myntra.android,"lovev it , acha hai ,quality provide by this app , go for it , bhot achi sarvice hai myntra ki , maza aa gaya",5,2026-08-17,,quality_doubt,rules
play_store,com.myntra.android,"Myntra is a very convenient and user-friendly shopping app. The collection is great, the app is easy to use, and the overall shopping experience is smooth. I’m happy with the service and would definitely recommend Myntra to others. 😊",5,2026-08-17,,,rules
play_store,com.myntra.android,amazing appreciate,5,2026-08-17,,,rules
play_store,com.myntra.android,this app is very good I'm very happy for this app real brand products 💖💖💖🥰🥰🥰🤗🤗🤗🤗🤗,5,2026-08-17,,,rules
play_store,com.myntra.android,it is good app for latest fashion,5,2026-08-17,,,rules
play_store,com.myntra.android,"excellent, myntra is good , product quality is also good, thank you myntra",5,2026-08-17,,quality_doubt,rules
play_store,com.myntra.android,I love almost everything about the app. Only improvement I would suggest is to add more elaborate product descriptions.,5,2026-08-17,,,rules
play_store,com.myntra.android,"You were supposed to answer my query by August 17th, yet now you are asking for another 48 hours. Please do not harass the customer to the point where they stop shopping on the app (Myntra) altogether. Issues should be resolved promptly. Please provide a solution to my problem by August 18th. Why is it taking so long to resolve such a minor issue? I purchased a product, and it was of poor quality—everything is clearly visible in the photos. What are you deliberating on? After this, I will never",1,2026-08-17,,quality_doubt,rules
play_store,com.myntra.android,myntra is one of the best fashion clothing and reasonable price of the offers,5,2026-08-17,,,rules
play_store,com.myntra.android,"Products are of avg quality and they didn't even replace shoes which was not fitting well, saying I have used it. The policies need improvement. Thanks for now, uninstalling the app for now.",1,2026-08-17,,size_fit_uncertainty|quality_doubt,rules
play_store,com.myntra.android,Very useful app to order branded clothes.,5,2026-08-17,,,rules
play_store,com.myntra.android,ye sabse gatiya wahiyat app hai ye isse kuch order mt kro,1,2026-08-17,,,rules
play_store,com.myntra.android,"worst app , return experience was worst than any other app . not going to buy any product ever.. I repeat EVER",1,2026-08-17,,,rules
play_store,com.myntra.android,the best quality cloth really found here only,5,2026-08-17,,quality_doubt,rules
play_store,com.myntra.android,it's t shirt quality is mind blowing. I loved all the products 😇,5,2026-08-17,,quality_doubt,rules
play_store,com.myntra.android,top quality available in myntra,5,2026-08-17,,quality_doubt,rules
play_store,com.myntra.android,I love this platform very much. It exclusively supply the best product ever. Have a very great experience by buying products in Myntra lovable app💞💞,5,2026-08-17,,,rules
play_store,com.myntra.android,"Don't know what's wrong with Myntra, for no reason account blocked. Atleast have the decency to mail me the reason.",1,2026-08-17,,,rules
play_store,com.myntra.android,they actually give worthy and quality products,5,2026-08-17,,quality_doubt,rules
play_store,com.myntra.android,best aap hai. best quality ke product milta hai,5,2026-08-17,,quality_doubt,rules
play_store,com.myntra.android,"poor customer service hard to reach real agent Extremely disappointing customer service. My issue is still not resolved, and no actual customer care executive has contacted me. I am only getting automated/bot responses, which is not a solution. Despite paying a platform fee, if customers cannot even get proper human support or resolution for a genuine delivery issue, then what is the point of the fee?I have already explained the issue multiple times, yet I am still being asked for feedback",1,2026-08-17,,,rules
play_store,com.myntra.android,I like shopping with mantra because myntra product are good,5,2026-08-17,,,rules
play_store,com.myntra.android,this is very amazing app 🤩,5,2026-08-17,,,rules
play_store,com.myntra.android,useless delivery system,2,2026-08-17,,,rules
play_store,com.myntra.android,"This is the third time I've faced an issue with them. I have been refused an exchange delivery because the delivery partner said that the dress does not have a brand tag intact with it. The brand is only mentioned on the MRP tag. Also I'm getting a dm from an unknown customer service account on Instagram that claims to be a part of their team and is asking to fill out a compensation form. The customer service is simply hopeless! i tried calling, but my call isn't being transferred.",1,2026-08-17,,delivery_return_fear,rules
play_store,com.myntra.android,Thanks for best deals,5,2026-08-17,,,rules
play_store,com.myntra.android,best for online shooping,5,2026-08-17,,,rules
play_store,com.myntra.android,"it's a very you's full shopping 🛒 aap much supported app ,✨💝👍",5,2026-08-17,,,rules
play_store,com.myntra.android,super quality 👌,5,2026-08-17,,quality_doubt,rules
play_store,com.myntra.android,excellent app 👍 good for everyone uses matram echipadesindhi ga,5,2026-08-17,,,rules
play_store,com.myntra.android,The delivery process is extremely slow . There are no proper options to contact or escalate your grievances. The delivery partners are irresponsible and taking their own time to deliver items and do false claims on delivery attempts made. Such an unprofessional approach from a famous platform where customer concern is highly pathetic.,1,2026-08-17,,,rules
play_store,com.myntra.android,"this app was good before now if the exchange item has not been given to the delivery boy it marked as quantity failed , no support system only predefined bots are there , if we try to call the delivery agent it asks for the pin provided in app and when we enter it , it says pin is wrong, I don't know what is wrong with this app",1,2026-08-17,,delivery_return_fear,rules
play_store,com.myntra.android,nice app for shopping.,5,2026-08-17,,,rules
play_store,com.myntra.android,always delay all orders for more then 15 days to 1 month.,1,2026-08-17,,,rules
play_store,com.myntra.android,"**“Really happy with the purchase! The quality is good, fitting is perfect, and the product looks exactly like the pictures. Definitely worth the price. Loved it! ❤️”**",5,2026-08-17,,size_fit_uncertainty|quality_doubt|price_value_anxiety,rules
play_store,com.myntra.android,"Myntra is nice, trustworthy and pocket friendly aap",4,2026-08-17,,,rules
play_store,com.myntra.android,"This app is good but Myntra now service is very bogus. Since the morning I have ordered 2 items first order has to cancel due to till afternoon no delivery updates. 2nd order I placed for which also no delivery executives have assigned yet. Additionally there is no direct contact available for customer representatives, we have to complaint through chat boat only so no good response.",2,2026-08-17,,,rules
play_store,com.myntra.android,it recently has sucha good collection like the products are literally as it is,5,2026-08-17,,,rules
play_store,com.myntra.android,good products nice delivery,5,2026-08-17,,,rules
play_store,com.myntra.android,last 4 year i have been using this app. all the products on this site are amazing.with genuine quality and reliable price you can go for anything which is available on this platform.if anything happened all the customers executive team help you in a better way. all those who go for shopping can choose this app upon another app. return and exchange option are very reliable for anyone.... i have a great experience with this app... i genuinely appreciate all the things about this .. yogesh verma,5,2026-08-17,,quality_doubt|delivery_return_fear,rules
play_store,com.myntra.android,"very good shopping app ever ,I like it",5,2026-08-17,,,rules
play_store,com.myntra.android,myntra is a scam app. You guys are fruad.. You didn't provide me the refund I am complaining on consumer forum after this. I had an order by 9 th august. I have return the product with in 20 min of delivery today is 17 th august not got the refund And over all your customer support are useless they does not response over call or sms Or gmail anywhere. 2 times I got connected they're just asking wait and then they got disappear . this is about scam u guys are scammer,1,2026-08-17,,delivery_return_fear,rules
play_store,com.myntra.android,"Poor customer support from Myntra.I had ordered for a t shirt on 08.08.2026 and done the payment.Delivery date was showing 16 -18 Aug.The seller cancelled the order by themselves on 16th August citing some technical issues.Cancelletion after waiting for 8 days is unbearable.They were showing the status as packed from the second day itself.Eventhough I got the refund,how can we order things from myntra for a pre-planned function.",2,2026-08-17,,delivery_return_fear,rules
play_store,com.myntra.android,Great shopping experience.,5,2026-08-17,,,rules
play_store,com.myntra.android,mera experience achha raha Myntra pr,5,2026-08-17,,,rules
play_store,com.myntra.android,very good app and product 👌,5,2026-08-17,,,rules
play_store,com.myntra.android,orginal products only no fake products,5,2026-08-17,,,rules
play_store,com.myntra.android,exprees delivery in 2 day but too costly,4,2026-08-17,,price_value_anxiety,rules
play_store,com.myntra.android,I haven't received my parcel yet I have also made an online payment it shows that i have received my parcel i have completely lost my trust in this app i have been scammed badly,5,2026-08-17,,,rules
play_store,com.myntra.android,myntra never disappoint me,5,2026-08-17,,,rules
play_store,com.myntra.android,worst experience you can't connect customer care and their service is horrible,1,2026-08-17,,,rules
play_store,com.myntra.android,"good user experience, was able to exchange and reorder with ease",5,2026-08-17,,delivery_return_fear,rules
play_store,com.myntra.android,what a great service by myntra.,5,2026-08-17,,,rules
play_store,com.myntra.android,good shopping app,5,2026-08-17,,,rules
play_store,com.myntra.android,"""Very happy with the stainless steel lunch box from Myntra. Leak-proof and durable. Great shopping experience!""",5,2026-08-17,,quality_doubt,rules
play_store,com.myntra.android,Best Experience👍🏻,5,2026-08-17,,,rules
play_store,com.myntra.android,myntra is my first preference,5,2026-08-17,,,rules
play_store,com.myntra.android,I am satisfied with this online shopping app,4,2026-08-17,,,rules
play_store,com.myntra.android,worth for that prize,4,2026-08-17,,,rules
play_store,com.myntra.android,best app for shopping shoes and clothes,5,2026-08-17,,,rules
play_store,com.myntra.android,"Really i find fabulous fashion here, fasion hub ka baap",5,2026-08-17,,,rules
play_store,com.myntra.android,very trustable app ever।।,5,2026-08-17,,,rules
play_store,com.myntra.android,worth Varma worth 🤩🤩🤩🤩,5,2026-08-17,,,rules
play_store,com.myntra.android,Myntra has a very nice service,3,2026-08-17,,,rules
play_store,com.myntra.android,very good and smooth apk,5,2026-08-17,,,rules
play_store,com.myntra.android,"Myntra has become such a terrible shopping app. I ordered a pair of jeans, but the size didn’t fit me, so I placed a return request. However, the delivery person failed the product during the quality check, and now my return is on hold. What is my fault in this? I returned the exact same product that I received. I don’t understand how or why the quality check was failed. Myntra seems to be becoming fraudulent these days. We shop from Myntra trusting the platform please look into this issue.",1,2026-08-17,,quality_doubt,rules
play_store,com.myntra.android,All the delivery was working till now .I ordered 2 products last month and it was supposed to be delivered on aug 1st and aug 10th almost 17 days delayed...eventhough i raised a complaint nothing,1,2026-08-17,,,rules
play_store,com.myntra.android,"low price, better quality.",5,2026-08-17,,quality_doubt,rules
play_store,com.myntra.android,I enjoy shopping from Myntra and the quality is very good. Thank you so much Myntra🤠🤗🤗🤗🤗🤗,5,2026-08-17,,quality_doubt,rules
play_store,com.myntra.android,"Worst... can't even contact a customer care agent.. and my order was supposed to be delivered on 14th of Aug but till date i.e, 17th Aug I have no update on my order other than the comment order delayed. It's never a user friendly app if we can't even contact the customer care agent.",1,2026-08-17,,,rules
play_store,com.myntra.android,always received the best quality in the app.,5,2026-08-17,,quality_doubt,rules
play_store,com.myntra.android,"⭐ 1/5 Very disappointing experience. I requested an exchange due to a fitting issue, but as I was not available at home during pickup, the exchange was cancelled. Now I’m stuck with the old product despite the fitting issue. Customer care is also not helping—no proper response on call or chat. Very poor service. I won’t be using this app again. I will rate zero",1,2026-08-17,,size_fit_uncertainty|delivery_return_fear,rules
play_store,com.myntra.android,"The service is very slow. I have placed three orders recently, The three Myntra has cancelled the order and is unable to deliver the order as per the order delivery date mentioned",1,2026-08-17,,,rules
play_store,com.myntra.android,it's really awesome 😎😎,5,2026-08-17,,,rules
play_store,com.myntra.android,"Your sellers, SCM team and delivery process are getting worse. Incomplete and wrong orders are being delivered. No help from useless and brainless customer service team. Myntra is snatching their customer's money. This platform has gone to the worst level. I suggest everyone not to place prepaid orders.",1,2026-08-17,,,rules
play_store,com.myntra.android,was good products,4,2026-08-17,,,rules
play_store,com.myntra.android,Very Good and I am so happy😊❤️,5,2026-08-17,,,rules
play_store,com.myntra.android,myntra new AI assistant is pathetic. it keeps on repeating same thing without understanding customer problem. it can't even understand simple email id pronounced during call. it is useless assistance by myntra customer care,1,2026-08-17,,,rules
play_store,com.myntra.android,Good place to buy fashion,4,2026-08-17,,,rules
